entity,question,answer,baseline
Hunter Biden Laptop Controversy,Which U.S. President’s son was at the center of the laptop controversy?,['Joe Biden'],"The U.S. President's son at the center of the laptop controversy is Hunter Biden, the son of President Joe Biden."
Hunter Biden Laptop Controversy,Which intelligence officials initially dismissed the Hunter Biden laptop story as potential Russian disinformation?,['Former U.S. intelligence officials'],"The intelligence officials who initially dismissed the Hunter Biden laptop story as potential Russian disinformation were:

1. John Ratcliffe, the Director of National Intelligence (DNI) at the time, who stated that the intelligence community had not found"
Hunter Biden Laptop Controversy,What action did Facebook take regarding the Hunter Biden laptop story?,['Reduced its visibility and distribution'],"Facebook took several actions regarding the Hunter Biden laptop story:

1. Initially, Facebook flagged the New York Post's article about the laptop as ""partly false"" due to the lack of context and the potential for misinformation.
2."
Hunter Biden Laptop Controversy,Which U.S. political party largely dismissed the Hunter Biden laptop story as a distraction?,['Democratic Party'],The U.S. political party that largely dismissed the Hunter Biden laptop story as a distraction is the Democratic Party.
Hunter Biden Laptop Controversy,What was one of the major accusations made against Hunter Biden regarding the laptop contents?,['Potential influence peddling'],"One of the major accusations made against Hunter Biden regarding the laptop contents is that he used his father's name and influence to secure lucrative business deals in Ukraine and China, despite having no apparent expertise or qualifications in those fields.

Specifically"
Hunter Biden Laptop Controversy,Which 2020 U.S. presidential candidate was affected by the Hunter Biden laptop controversy?,['Joe Biden'],"The 2020 U.S. presidential candidate affected by the Hunter Biden laptop controversy was Donald Trump.

In October 2020, just weeks before the presidential election, The New York Post published a series of articles based on emails and"
Hunter Biden Laptop Controversy,What was one of the defenses used by Hunter Biden regarding the laptop controversy?,['That he had no recollection of leaving a laptop'],"One of the defenses used by Hunter Biden regarding the laptop controversy is that the laptop was not his, and that he had never seen it before.

In an interview with ABC News in December 2020, Hunter Biden said: """
Hunter Biden Laptop Controversy,Which technology company’s former CEO later admitted the suppression of the Hunter Biden story was a mistake?,['Twitter'],"You're likely referring to Mark Zuckerberg, the co-founder and former CEO of Facebook.

In 2020, during the presidential election, The New York Post published a series of articles about Hunter Biden, the son of then-candidate"
Hunter Biden Laptop Controversy,What was the alleged involvement of a Delaware computer repair shop in the Hunter Biden laptop story?,['The shop owner claimed Hunter Biden left the laptop and never retrieved it'],"The alleged involvement of a Delaware computer repair shop in the Hunter Biden laptop story refers to the role of ""John Paul Mac Isaac"" and his computer repair shop ""Mac Isaac's Computer Repair"" in Wilmington, Delaware.

According to reports"
Hunter Biden Laptop Controversy,Which major news organization initially avoided covering the Hunter Biden laptop story?,['CNN'],"The major news organization that initially avoided covering the Hunter Biden laptop story is The New York Times.

In October 2020, The New York Times and other major news organizations initially avoided reporting on the story, citing concerns about the authenticity"
Hunter Biden Laptop Controversy,Which U.S. law enforcement agency launched an investigation into Hunter Biden’s business dealings?,['Department of Justice'],"The U.S. Department of Justice (DOJ) launched an investigation into Hunter Biden's business dealings in 2018. The investigation was initially focused on Hunter Biden's role on the board of Burisma Holdings, a Ukrainian energy"
Hunter Biden Laptop Controversy,What major policy concern arose from the Hunter Biden laptop controversy?,['Government censorship of news'],"The Hunter Biden laptop controversy, which emerged in 2020, raised several major policy concerns. Some of the most significant ones include:

1. **Foreign interference in US elections**: The controversy raised concerns about foreign interference in US elections"
Hunter Biden Laptop Controversy,What was the reaction of the Biden administration to the laptop controversy?,['Largely dismissed as a political attack'],"The Biden administration's reaction to the laptop controversy was largely muted and did not directly address the issue.

The controversy surrounding Hunter Biden's laptop, which was allegedly left at a Delaware computer repair shop in 2019, began in October"
Hunter Biden Laptop Controversy,Which government agency verified the authenticity of some emails from Hunter Biden’s laptop?,['The FBI'],"The government agency that verified the authenticity of some emails from Hunter Biden's laptop is the FBI.

In October 2020, the New York Post published a series of articles based on emails and other documents obtained from Hunter Biden's laptop"
Critical Race Theory (CRT),What is Critical Race Theory (CRT)?,['A framework for examining the role of race in legal and social systems'],"Critical Race Theory (CRT) is a theoretical framework used to examine and challenge the ways in which race and racism are embedded in society.

CRT emerged in the 1980s as a response to the limitations of traditional civil rights approaches"
Critical Race Theory (CRT),Which academic field did Critical Race Theory originate from?,['Legal studies'],"Critical Race Theory (CRT) originated from the field of Critical Legal Studies (CLS). CLS emerged in the 1970s as a critical response to traditional legal scholarship, which was seen as overly formalistic and disconnected from social"
Critical Race Theory (CRT),Which legal scholar is considered one of the founders of Critical Race Theory?,['Derrick Bell'],The legal scholar considered one of the founders of Critical Race Theory (CRT) is Kimberlé Crenshaw. Crenshaw is a professor of law at UCLA and is widely recognized as a leading scholar on CRT.
Critical Race Theory (CRT),What does CRT argue about systemic racism?,['It is embedded in laws and institutions'],"The Critical Race Theory (CRT) argues that systemic racism is a pervasive and entrenched feature of American society. Here are some key arguments made by CRT:

1. **Racism is not just individual prejudice**: CRT argues that racism"
Critical Race Theory (CRT),Which U.S. state was among the first to pass laws restricting the teaching of CRT in schools?,['Florida'],"The U.S. state that was among the first to pass laws restricting the teaching of Critical Race Theory (CRT) in schools is Idaho.

In March 2022, Idaho Governor Brad Little signed House Bill 654, which prohibits"
Critical Race Theory (CRT),Which conservative activist group has opposed the inclusion of CRT in school curricula?,['Parents Defending Education'],"Several conservative activist groups have opposed the inclusion of Critical Race Theory (CRT) in school curricula. Some of these groups include:

1. The Heritage Foundation: A conservative think tank that has been critical of CRT and its inclusion in"
Critical Race Theory (CRT),Which U.S. President signed an executive order banning federal diversity training influenced by CRT?,['Donald Trump'],"A timely question!

On September 22, 2020, President Donald Trump signed Executive Order 13950, titled ""Executive Order on Combating Race and Sex Stereotyping"".

The executive order aimed to ban federal diversity training"
Critical Race Theory (CRT),What is one of the main criticisms of CRT from conservative politicians?,['It promotes division and victimhood'],"One of the main criticisms of Critical Race Theory (CRT) from conservative politicians is that it is ""racist"" or ""anti-white"" because it:

1. Identifies systemic racism and discrimination against marginalized groups, including people of"
Critical Race Theory (CRT),Which academic book is widely associated with the foundation of Critical Race Theory?,['Critical Race Theory: An Introduction'],"The academic book widely associated with the foundation of Critical Race Theory (CRT) is ""Critical Race Theory: An Introduction"" by Richard Delgado and Jean Stefancic, published in 1995.

This book is considered a foundational"
Critical Race Theory (CRT),Which term is often used by critics of CRT to describe its alleged impact on education?,['Divisive concepts'],"The term often used by critics of Critical Race Theory (CRT) to describe its alleged impact on education is ""indoctrination"".

Critics of CRT argue that the theory is being used to indoctrinate students with a particular political"
Critical Race Theory (CRT),What does CRT suggest about the role of meritocracy in the U.S.?,['It can perpetuate racial disparities'],"The Coleman Report (CRT) of 1966, also known as the Coleman Report, suggests that meritocracy plays a limited role in the U.S. education system. Here are some key findings:

1. **Socioeconomic"
Critical Race Theory (CRT),Which state governor made national headlines for signing an anti-CRT education bill?,['Ron DeSantis'],"The state governor who made national headlines for signing an anti-Critical Race Theory (CRT) education bill is Florida Governor Ron DeSantis.

On June 1, 2022, Governor DeSantis signed the ""Stop W"
Critical Race Theory (CRT),What does CRT say about colorblind policies?,['They can reinforce racial disparities'],"The Americans with Disabilities Act (ADA) and Section 504 of the Rehabilitation Act of 1973 (Section 504) do not specifically address colorblindness as a disability. However, the ADA and Section 504 do provide"
Critical Race Theory (CRT),Which social movement has been associated with the rise of CRT discussions in mainstream media?,['Black Lives Matter'],"The social movement most closely associated with the rise of Critical Race Theory (CRT) discussions in mainstream media is the Black Lives Matter (BLM) movement.

BLM emerged in 2013 in response to the acquittal of George"
Critical Race Theory (CRT),Which term in CRT refers to the idea that racism evolves and adapts rather than disappearing?,['Interest convergence'],"The term in CRT that refers to the idea that racism evolves and adapts rather than disappearing is ""racism as a system"" or ""racism as a structure"".

This concept suggests that racism is not just a set of individual"
Critical Race Theory (CRT),Which political commentator has frequently spoken out against CRT?,['Christopher Rufo'],"One prominent political commentator who has frequently spoken out against Critical Race Theory (CRT) is Tucker Carlson.

Tucker Carlson is a conservative commentator and the host of the popular Fox News show ""Tucker Carlson Tonight."" He has been a"
Critical Race Theory (CRT),Which demographic is often cited as being most opposed to CRT policies in education?,['Conservative-leaning suburban parents'],"According to various studies and polls, the demographic that is often cited as being most opposed to Critical Race Theory (CRT) policies in education is:

* White Americans, particularly those who identify as conservative or Republican.

A 2021"
Critical Race Theory (CRT),Which university is known for being a hub for CRT scholarship?,['Harvard Law School'],"The University of California, Berkeley is widely recognized as a hub for Critical Race Theory (CRT) scholarship. The university has a long history of faculty and student activism around issues of race, ethnicity, and social justice.

Berkeley's"
Critical Race Theory (CRT),Which Supreme Court case is often analyzed through a CRT lens?,['Brown v. Board of Education'],"One Supreme Court case that is often analyzed through a Critical Race Theory (CRT) lens is Brown v. Board of Education (1954).

In Brown v. Board of Education, the Supreme Court declared that ""separate educational facilities"
Critical Race Theory (CRT),What is the 'interest convergence' principle in CRT?,['The idea that racial progress occurs when it aligns with the interests of the dominant group'],"In Critical Race Theory (CRT), the ""interest convergence"" principle refers to the idea that the interests of white people and people of color converge in certain situations.

In other words, the interest convergence principle suggests that when the interests of"
Panama Papers,What were the Panama Papers?,['Leaked documents exposing offshore tax havens'],"The Panama Papers were a massive leak of financial documents from a Panamanian law firm, Mossack Fonseca. The leak, which occurred in April 2016, revealed the financial secrets of over 12 million documents,"
Panama Papers,Which law firm was at the center of the Panama Papers leak?,['Mossack Fonseca'],"The law firm at the center of the Panama Papers leak was Mossack Fonseca, a Panamanian law firm. The firm was founded in 1977 by Jürgen Mossack and Ramón Fonseca"
Panama Papers,In what year were the Panama Papers leaked?,['2016'],"The Panama Papers were leaked in 2016. The leak occurred on April 3, 2016, and it revealed a massive cache of financial documents from the Panamanian law firm Mossack Fonseca."
Panama Papers,Which newspaper first reported on the Panama Papers?,['Süddeutsche Zeitung'],"The International Consortium of Investigative Journalists (ICIJ) was the first to report on the Panama Papers on April 3, 2016. The ICIJ worked with more than 370 journalists from over 100 countries"
Panama Papers,Which organization coordinated the investigative reporting on the Panama Papers?,['International Consortium of Investigative Journalists (ICIJ)'],"The organization that coordinated the investigative reporting on the Panama Papers is the International Consortium of Investigative Journalists (ICIJ).

The ICIJ is a non-profit organization that brings together investigative journalists from around the world to collaborate on complex"
Panama Papers,Which world leader was linked to offshore accounts in the Panama Papers?,['Vladimir Putin'],"The Panama Papers revealed that many world leaders and wealthy individuals had secret offshore accounts. Some of the notable world leaders linked to offshore accounts in the Panama Papers include:

1. Russian President Vladimir Putin: The Panama Papers revealed that Putin's"
Panama Papers,Which prime minister resigned due to revelations from the Panama Papers?,['Sigmundur Davíð Gunnlaugsson'],"David Cameron, the Prime Minister of the United Kingdom, resigned on July 13, 2016, due to the fallout from the Panama Papers scandal."
Panama Papers,What type of financial activity did the Panama Papers reveal?,['Use of offshore accounts to evade taxes'],"The Panama Papers, a massive leak of financial documents, revealed widespread financial activity that was often illegal, unethical, or secretive. Some of the types of financial activity revealed by the Panama Papers include:

1. Tax evasion: Many individuals"
Panama Papers,Which country was most frequently used as a tax haven in the Panama Papers?,['British Virgin Islands'],"According to the Panama Papers, the country most frequently used as a tax haven was the British Virgin Islands (BVI)."
Panama Papers,How many documents were included in the Panama Papers leak?,['Over 11.5 million'],"The Panama Papers leak, which was released in April 2016, included a total of 11.5 million documents.

These documents were leaked from Mossack Fonseca, a Panamanian law firm that specialized in creating"
Panama Papers,Which journalist played a key role in uncovering the Panama Papers?,['Bastian Obermayer'],"The journalist who played a key role in uncovering the Panama Papers is Bastian Obermayer, a German journalist who worked for the German newspaper Süddeutsche Zeitung (SZ)."
Panama Papers,What happened to Mossack Fonseca after the Panama Papers leak?,['It shut down'],"After the Panama Papers leak in April 2016, Mossack Fonseca's reputation was severely damaged. Here are some key events that occurred after the leak:

1. **Closure of the firm**: On April 12,"
Panama Papers,Which major South American leader was implicated in the Panama Papers?,['Mauricio Macri'],"The major South American leader implicated in the Panama Papers was Mauricio Macri, the President of Argentina from 2015 to 2019."
Panama Papers,Which major Asian leader was named in the Panama Papers?,['Nawaz Sharif'],"The major Asian leader named in the Panama Papers is Nawaz Sharif, the former Prime Minister of Pakistan."
Panama Papers,What was the primary legal concern raised by the Panama Papers?,['Money laundering and tax evasion'],"The primary legal concern raised by the Panama Papers was the widespread use of offshore tax havens and shell companies to evade taxes, hide assets, and engage in illegal activities.

The leak revealed that many wealthy individuals, including politicians, celebrities"
Panama Papers,Which major financial institution was implicated in facilitating offshore accounts in the Panama Papers?,['HSBC'],"The Panama Papers scandal implicated several major financial institutions, including:

1. HSBC: The British bank was accused of helping clients hide millions of dollars in offshore accounts.
2. UBS: The Swiss bank was also implicated in the"
Panama Papers,Which country’s authorities conducted raids on Mossack Fonseca’s offices?,['Panama'],The country's authorities that conducted raids on Mossack Fonseca's offices were the Panamanian authorities.
Panama Papers,Which international organization used the Panama Papers to push for tax reform?,['OECD'],"The international organization that used the Panama Papers to push for tax reform is the Organization for Economic Co-operation and Development (OECD).

The Panama Papers, a massive leak of financial documents, revealed widespread tax evasion and money laundering by wealthy"
Panama Papers,What was one of the primary defenses used by individuals named in the Panama Papers?,['The accounts were legal'],"One of the primary defenses used by individuals named in the Panama Papers was to claim that they were not aware of the existence of the offshore companies or the funds held in them.

Many of the individuals named in the Panama Papers claimed that"
Panama Papers,What was the largest consequence of the Panama Papers in terms of government action?,['Increased global tax transparency laws'],"The largest consequence of the Panama Papers in terms of government action was the resignation of the Prime Minister of Iceland, Sigmundur David Gunnlaugsson.

Gunnlaugsson was found to have owned an offshore company,"
Glomar Response,What is the Glomar Response?,['A government refusal to confirm or deny the existence of records'],"The Glomar Response is a term coined by the US government to describe a type of response to a question about a sensitive or classified topic.

The term ""Glomar"" comes from the name of a ship, the Gl"
Glomar Response,Which U.S. agency is most associated with the Glomar Response?,['CIA'],"The U.S. agency most associated with the Glomar Response is the Central Intelligence Agency (CIA).

The Glomar Response is a term coined by the CIA to describe its response to questions about the existence of a secret"
Glomar Response,In what decade was the Glomar Response first used?,['1970s'],"The Glomar Response was first used in the 1970s. The term ""Glomar"" was coined by the Hughes Tool Company, which was involved in the construction of the Hughes Glomar Explorer, a deep"
Glomar Response,What was the original context for the Glomar Response?,['A CIA operation to recover a sunken Soviet submarine'],The Glomar Response is a term coined by the Central Intelligence Agency (CIA) in the 1970s. The term refers to a response given by the CIA to questions about the CIA's involvement in the 197
Glomar Response,What was the name of the CIA operation that led to the first use of the Glomar Response?,['Project Azorian'],"The CIA operation that led to the first use of the Glomar Response was Project Azorian, also known as the Hughes Glomar Explorer project.

Project Azorian was a CIA operation to recover a sunken Soviet submarine,"
Glomar Response,Which U.S. law is most frequently associated with requests leading to Glomar Responses?,['Freedom of Information Act (FOIA)'],"A very specific and technical question!

The U.S. law most frequently associated with requests leading to Glomar Responses is the Freedom of Information Act (FOIA).

A Glomar Response is a type of response to a FO"
Glomar Response,Which type of classified information is often protected using a Glomar Response?,['Covert intelligence operations'],"A Glomar Response is a type of denial used by the US government to respond to questions about its activities, particularly those related to national security.

A Glomar Response is often used to protect sensitive information, such as the"
Glomar Response,Which media organization first challenged the use of the Glomar Response?,['Los Angeles Times'],"The media organization that first challenged the use of the Glomar Response was the New York Times.

In 1975, the New York Times published a series of articles that revealed the existence of the Glomar Response, which"
Glomar Response,What is a common phrase used in Glomar Responses?,['We can neither confirm nor deny'],"A clever question!

A Glomar Response is a type of evasive answer, often used by government agencies or other organizations to avoid revealing sensitive information.

A common phrase used in Glomar Responses is:

""We can neither confirm"
Glomar Response,Which presidential administration first invoked the Glomar Response publicly?,['Gerald Ford'],"The Glomar Response is a term coined by the Central Intelligence Agency (CIA) to describe a type of denial or obfuscation used to conceal information.

The first public invocation of the Glomar Response was by the"
Glomar Response,Which technology company received a Glomar Response when requesting information on government surveillance?,['Google'],"The technology company that received a Glomar Response when requesting information on government surveillance is Google.

In 2010, Google received a National Security Letter (NSL) from the US government, which required Google to provide information on"
Glomar Response,Which Cold War-era rival’s submarine was involved in the event that led to the Glomar Response?,['Soviet Union'],"A very specific and intriguing question!

The event you're referring to is the sinking of the Soviet submarine K-129 on March 8, 1968. The K-129 was a Golf-class ballistic missile submarine that was on"
Glomar Response,Which intelligence journalist played a key role in exposing the story behind the Glomar Response?,['Seymour Hersh'],"The intelligence journalist who played a key role in exposing the story behind the Glomar Response is Seymour Hersh.

In 1974, Hersh, a reporter for The New York Times, broke the story that the CIA had"
Glomar Response,Which major U.S. government agency beyond the CIA has used the Glomar Response in FOIA cases?,['NSA'],"The National Security Agency (NSA) has used the Glomar Response in FOIA cases. The NSA has invoked the Glomar Response to deny or withhold information related to its surveillance activities, including its use of signals intelligence"
Glomar Response,Which type of military asset was the focus of the first Glomar-related intelligence operation?,['A Soviet submarine'],"A very specific and interesting question!

The first Glomar-related intelligence operation was focused on a Hughes Tool Company-built submersible vessel, known as the Glomar Explorer.

The Glomar Explorer was a deep-sea"
Glomar Response,What ship was used in the CIA operation that led to the first Glomar Response?,['Hughes Glomar Explorer'],"What a fascinating question!

The CIA operation you're referring to is likely the Project Azorian, also known as the Glomar Response.

The ship used in this operation was the Hughes Glomar Explorer, a specially designed and"
Glomar Response,Which legal challenge has been raised against the Glomar Response in relation to transparency?,['It undermines FOIA accountability'],"The legal challenge raised against the Glomar Response in relation to transparency is the ""public interest override"" doctrine.

The Glomar Response is a legal tactic used by the US government to avoid disclosing information about its activities, particularly"
Glomar Response,What is the nickname of the legal doctrine that allows agencies to issue a Glomar Response?,['Glomarization'],"The nickname of the legal doctrine that allows agencies to issue a Glomar Response is ""Plum Book"" or ""Federal Plum Book""."
Glomar Response,Which government secrecy case set a precedent for expanded use of the Glomar Response?,['Phillippi v. CIA'],"The government secrecy case that set a precedent for expanded use of the Glomar Response is the ""Church Committee"" investigation of the 1970s.

The Church Committee, officially known as the Select Committee to Study Governmental Operations"
Glomar Response,Which contemporary policy debate has involved the use of Glomar Responses?,['Mass surveillance programs'],"A very specific and technical question!

A Glomar Response is a type of denial or evasion used by governments or organizations to respond to questions or allegations. The term ""Glomar"" comes from the name of a ship,"
Antikythera Mechanism,What is the Antikythera Mechanism?,['An ancient Greek analog computer'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to calculate astronomical positions and predict eclipses. It is considered one of the most sophisticated scientific instruments of the ancient world.

The mechanism was discovered in"
Antikythera Mechanism,Where was the Antikythera Mechanism discovered?,"['Off the coast of Antikythera, Greece']","The Antikythera Mechanism was discovered in a shipwreck off the Greek island of Antikythera, which is located in the Aegean Sea. The wreck was discovered in 1900, and the mechanism"
Antikythera Mechanism,In what year was the Antikythera Mechanism discovered?,['1901'],"The Antikythera Mechanism was discovered in 1900, during an excavation of the Antikythera shipwreck, which was found off the Greek island of Antikythera."
Antikythera Mechanism,Which ancient civilization is believed to have created the Antikythera Mechanism?,['Ancient Greece'],"The Antikythera Mechanism is believed to have been created by the ancient Greeks, specifically the people of Rhodes, around 100 BCE."
Antikythera Mechanism,What was the primary function of the Antikythera Mechanism?,['Predicting astronomical positions and eclipses'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to calculate astronomical positions and predict eclipses.

The primary function of the Antikythera Mechanism was to track the movements of the sun, moon"
Antikythera Mechanism,Which shipwreck led to the discovery of the Antikythera Mechanism?,['Antikythera shipwreck'],"The Antikythera Mechanism was discovered in the wreckage of a Greek merchant ship that sank around 60 BC off the Greek island of Antikythera.

The shipwreck was discovered in 1900 by a Greek"
Antikythera Mechanism,Which modern technology has been used to analyze the Antikythera Mechanism’s inner workings?,['X-ray tomography'],"The Antikythera Mechanism, an ancient Greek analog computer, has been analyzed using various modern technologies. Some of the technologies used to analyze the mechanism's inner workings include:

1. X-ray computed tomography (CT)"
Antikythera Mechanism,What is the estimated age of the Antikythera Mechanism?,"['Over 2,000 years old']","The Antikythera Mechanism is an ancient Greek analog computer that is believed to have been built in the 2nd century BC.

The mechanism was discovered in a shipwreck off the Greek island of Antikythera"
Antikythera Mechanism,Which type of metal was primarily used in the construction of the Antikythera Mechanism?,['Bronze'],"The Antikythera Mechanism, an ancient Greek analog computer, was primarily constructed using bronze.

The mechanism, which dates back to around 100 BCE, is made up of over 30 gears and dials, which were"
Antikythera Mechanism,Which museum currently houses the Antikythera Mechanism?,['National Archaeological Museum of Athens'],"The Antikythera Mechanism is currently housed at the National Archaeological Museum in Athens, Greece."
Antikythera Mechanism,Which scientist was among the first to study the Antikythera Mechanism in detail?,['Derek de Solla Price'],"The scientist who was among the first to study the Antikythera Mechanism in detail was Derek de Solla Price.

Price was a British historian of science and a professor at Yale University. He was one of the first scientists"
Antikythera Mechanism,Which modern device is often compared to the Antikythera Mechanism due to its complexity?,['A mechanical clock'],"The modern device often compared to the Antikythera Mechanism due to its complexity is the Apple Watch.

The Antikythera Mechanism is an ancient Greek analog computer that is considered one of the most complex and sophisticated scientific"
Antikythera Mechanism,What was the likely purpose of the dials and gears within the Antikythera Mechanism?,['Tracking planetary movements'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to calculate astronomical positions and predict eclipses. The mechanism is dated to around 100 BCE.

The dials and gears within the Antikythera"
Antikythera Mechanism,Which celestial cycles were encoded in the Antikythera Mechanism?,['Metonic cycle'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to calculate and display celestial cycles. The mechanism is dated to around 100 BCE.

The Antikythera Mechanism is capable of tracking and displaying"
Antikythera Mechanism,What was the significance of the inscriptions found on the Antikythera Mechanism?,['They provided instructions on its use'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to calculate astronomical positions and predict eclipses. The mechanism is dated to around 100 BCE.

The inscriptions found on the Antikythera Mechan"
Antikythera Mechanism,Which modern country has funded significant research into the Antikythera Mechanism?,['Greece'],"The modern country that has funded significant research into the Antikythera Mechanism is Greece.

The Antikythera Mechanism is an ancient Greek analog computer that was recovered from a shipwreck off the Greek island of Ant"
Antikythera Mechanism,Which famous philosopher or scientist may have influenced the design of the Antikythera Mechanism?,['Hipparchus'],"The Antikythera Mechanism is an ancient Greek analog computer that is believed to have been designed and built around 100 BCE.

There are several famous philosophers and scientists who may have influenced the design of the Antikythera"
Antikythera Mechanism,What event likely led to the loss of the Antikythera Mechanism?,['A shipwreck'],"The Antikythera Mechanism is a ancient Greek analog computer that was used to calculate astronomical positions and predict eclipses. It is believed to have been built in the 2nd century BCE.

The event that likely led to"
Antikythera Mechanism,Which major celestial body’s movement was tracked by the Antikythera Mechanism?,['The Moon'],"The Antikythera Mechanism is an ancient Greek analog computer that was used to track the movements of celestial bodies, including the Sun, Moon, and planets.

In particular, the mechanism was designed to track the movements of the"
Antikythera Mechanism,Which modern scientific field has benefited most from studying the Antikythera Mechanism?,['History of technology'],"The Antikythera Mechanism is an ancient Greek analog computer that is believed to have been built around 100 BCE. The mechanism is considered one of the most sophisticated scientific instruments of the ancient world.

The study of the Ant"
Hedy Lamarr,Who was Hedy Lamarr?,['An Austrian-American actress and inventor'],"Hedy Lamarr (1914-2000) was a Hungarian-American actress, inventor, and pioneer in the development of wireless communication technologies.

Born Hedwig Eva Maria Kiesler, Lamarr began her career as a film"
Hedy Lamarr,In which country was Hedy Lamarr born?,['Austria'],"Hedy Lamarr was born in Budapest, Hungary on November 9, 1914."
Hedy Lamarr,What was Hedy Lamarr’s birth name?,['Hedwig Eva Maria Kiesler'],Hedy Lamarr's birth name was Hedwig Eva Maria Kiesler.
Hedy Lamarr,Which scientific invention is Hedy Lamarr famous for co-developing?,['Frequency-hopping spread spectrum'],"Hedy Lamarr is famous for co-developing a frequency-hopping spread spectrum invention, which was initially intended for radio-controlled torpedoes during World War II.

This invention, which was patented in 1942, was later"
Hedy Lamarr,Which war-time effort was Hedy Lamarr's invention initially designed for?,['To prevent torpedo signal jamming in World War II'],"Hedy Lamarr's invention, a frequency-hopping spread spectrum invention, was initially designed for use in radio-controlled torpedoes during World War II."
Hedy Lamarr,Who co-developed frequency-hopping spread spectrum technology with Hedy Lamarr?,['George Antheil'],"Hedy Lamarr co-developed frequency-hopping spread spectrum technology with composer and pianist George Antheil. They developed this technology in the 1940s, with the goal of creating a radio-controlled torpedo guidance system."
Hedy Lamarr,Which modern technologies were influenced by Hedy Lamarr’s invention?,['Wi-Fi and Bluetooth'],"Hedy Lamarr's invention of a frequency-hopping spread spectrum invention, developed with composer George Antheil, was initially intended for radio-controlled torpedoes during World War II.

However, Lamarr's invention did not see"
Hedy Lamarr,Which Hollywood studio signed Hedy Lamarr in the 1930s?,['Metro-Goldwyn-Mayer (MGM)'],Hedy Lamarr was signed by Metro-Goldwyn-Mayer (MGM) in the 1930s.
Hedy Lamarr,What controversial 1933 film featured Hedy Lamarr in a nude scene?,['Ecstasy'],"The controversial 1933 film that featured Hedy Lamarr in a nude scene is ""Ecstasy"" (also known as ""Extase"" in some countries).

""Ecstasy"" was a Czech film directed by Gustav Mach"
Hedy Lamarr,Which 1940s film helped establish Hedy Lamarr as a Hollywood star?,['Samson and Delilah'],"The 1940s film that helped establish Hedy Lamarr as a Hollywood star is ""Ecstasy"" (1933)."
Hedy Lamarr,What was one of Hedy Lamarr’s lesser-known hobbies?,['Engineering and inventing'],"One of Hedy Lamarr's lesser-known hobbies was playing the accordion. She was known to play it during her free time, and even used it to help her relax during stressful periods in her life."
Hedy Lamarr,What type of patent did Hedy Lamarr and George Antheil receive for their invention?,['Secret communication system'],"Hedy Lamarr and George Antheil received a patent for their invention, which was a frequency-hopping spread spectrum invention. This invention was designed to be used in radio-controlled torpedoes, but it ultimately found its way"
Hedy Lamarr,Why was Hedy Lamarr’s scientific work largely ignored during her lifetime?,['She was primarily known as an actress'],"Hedy Lamarr's scientific work, particularly her contributions to the development of frequency-hopping spread spectrum (FHSS) technology, was largely ignored during her lifetime for several reasons:

1. **Lack of recognition in the scientific"
Hedy Lamarr,Which organization awarded Hedy Lamarr recognition for her scientific contributions in 1997?,['Electronic Frontier Foundation (EFF)'],Hedy Lamarr was awarded the Electronic Frontier Foundation (EFF) Pioneer Award in 1997 for her contributions to the development of frequency-hopping spread spectrum technology.
Hedy Lamarr,Which U.S. military branch initially rejected Hedy Lamarr’s frequency-hopping technology?,['U.S. Navy'],Hedy Lamarr's frequency-hopping technology was initially rejected by the United States Navy.
Hedy Lamarr,Which personal struggle did Hedy Lamarr face later in life?,['Financial difficulties'],"Hedy Lamarr, the Hollywood actress and inventor, faced a personal struggle later in life, which was her struggle with Alzheimer's disease.

Lamarr was diagnosed with Alzheimer's disease in the late 1980s. She"
Hedy Lamarr,Which country did Hedy Lamarr become a citizen of?,['United States'],Hedy Lamarr became a naturalized citizen of the United States in 1953.
Hedy Lamarr,What year did Hedy Lamarr pass away?,['2000'],"Hedy Lamarr passed away on January 19, 2000, at the age of 85."
Hedy Lamarr,Which prestigious scientific honor was awarded to Hedy Lamarr posthumously?,['Induction into the National Inventors Hall of Fame'],Hedy Lamarr was awarded the National Inventors Hall of Fame's (NTHF) 2014 Lifetime Achievement Award.
Book of Revelation,Which book of the Bible describes the end times and the Apocalypse?,['Book of Revelation'],"The book of the Bible that describes the end times and the Apocalypse is the Book of Revelation, also known as the Apocalypse of John.

The Book of Revelation is the last book of the Christian Bible and is attributed to John of Pat"
Book of Revelation,Who is traditionally credited as the author of the Book of Revelation?,['John of Patmos'],"Traditionally, the author of the Book of Revelation is believed to be John of Patmos. This identification is based on the text of the Book of Revelation itself, which refers to the author as ""John"" (Revelation"
Book of Revelation,On which island did John of Patmos receive the visions recorded in Revelation?,['Patmos'],"According to tradition and historical records, John of Patmos, also known as John the Apostle, received the visions recorded in the Book of Revelation while exiled on the island of Patmos.

Patmos is a small island in the"
Book of Revelation,What is the number of the Beast mentioned in Revelation?,['666'],"According to the Book of Revelation, the number of the Beast is 666. This number is mentioned in Revelation 13:18, which says:

""This calls for wisdom. Let the one who has insight calculate the number of the"
