subj_id,subj,subject_count,question_ids,questions,s_pop,popularity_rank
767082,Hawi,1,[1735717],['In what country is Hawi?'],861,6792
767797,FC Enerhetyk Burshtyn,1,[1737166],['What sport does FC Enerhetyk Burshtyn play?'],153,10787
763766,Jay,1,[1728191],['Who was the producer of Jay?'],1157,6153
757419,Arkady Chernetsky,1,[1713701],"[""What is Arkady Chernetsky's occupation?""]",147,10860
757706,Banning,1,[1714355],['Who was the composer of Banning?'],855,6809
757908,Neodesha,1,[1714799],['In what country is Neodesha?'],846,6841
758163,Matthijs Dulken,1,[1715386],['In what city was Matthijs Dulken born?'],59,12534
758412,Me Agtsom,1,[1715945],['Who is the father of Me Agtsom?'],178,10420
758991,Bulgaria,1,[1717233],['What is the capital of Bulgaria?'],170779,276
759441,I Want to Break Free,1,[1718273],['What genre is I Want to Break Free?'],13315,2136
759817,Housefull 2,1,[1719140],['Who was the producer of Housefull 2?'],10606,2465
759869,Escape,1,[1719279],['Who was the screenwriter for Escape?'],366,8732
759883,The Mask,1,[1719327],['Who was the director of The Mask?'],63555,750
762792,Sugar Loaf Mountain,1,[1726045],['In what country is Sugar Loaf Mountain?'],1608,5471
760493,Quneitra Governorate,1,[1720737],['What is the capital of Quneitra Governorate?'],1362,5805
760802,Zombieland,1,[1721484],['Who was the director of Zombieland?'],61502,776
761111,Radin Inten II Airport,1,[1722147],['In what country is Radin Inten II Airport?'],734,7147
761196,Zoo,1,[1722345],['What genre is Zoo?'],12460,2251
761210,Scotland,1,[1722391],['What is the capital of Scotland?'],322949,103
761211,Rome,1,[1722402],['What is Rome the capital of?'],193323,250
761488,Montana,1,[1723024],['What is Montana the capital of?'],1475,5635
761562,Prince Alexander of the Netherlands,1,[1723204],['Who is the father of Prince Alexander of the Netherlands?'],2404,4647
761861,Zoom,1,[1723865],['Who was the screenwriter for Zoom?'],14092,2077
761910,Through the Looking-Glass,1,[1723977],['Who is the author of Through the Looking-Glass?'],28871,1360
760118,USA,1,[1719895],['Who was the producer of USA?'],2200,4835
775804,The Rest of the Robots,1,[1753742],['Who is the author of The Rest of the Robots?'],1109,6223
776145,Vault,1,[1754590],['What genre is Vault?'],683,7307
776210,Human Resources,1,[1754705],['Who was the screenwriter for Human Resources?'],565,7749
776672,Arivaldo Alves dos Santos,1,[1755706],['What sport does Arivaldo Alves dos Santos play?'],249,9626
776911,Cops and Robbers,1,[1756285],['Who was the producer of Cops and Robbers?'],449,8267
776970,Hendrik Gerritsz Pot,1,[1756417],['In what city was Hendrik Gerritsz Pot born?'],312,9080
777053,Soul of the Fire,1,[1756583],['Who is the author of Soul of the Fire?'],808,6932
777317,Julia the Elder,1,[1757186],['Who is the father of Julia the Elder?'],18207,1786
777474,Images,1,[1757563],['Who was the screenwriter for Images?'],3236,4122
768947,Lätäseno,1,[1739387],['In what country is Lätäseno?'],88,11956
777898,Leona Detiège,1,[1758574],"[""What is Leona Detiège's occupation?""]",124,11266
777913,China,1,[1758617],['Who was the director of China?'],654,7423
778210,Creepmime,1,[1759291],['What genre is Creepmime?'],134,11085
778305,Glue,1,[1759510],['Who is the author of Glue?'],1842,5198
778656,Manitoba Museum,1,[1760362],['In what country is Manitoba Museum?'],559,7773
778749,The Servant,1,[1760568],['Who was the director of The Servant?'],4973,3461
779112,Body of Evidence,1,[1761401],['What genre is Body of Evidence?'],484,8094
779170,Jay Bentley,1,[1761538],['What genre is Jay Bentley?'],3326,4082
779348,Jaclyn Stapp,1,[1761978],"[""What is Jaclyn Stapp's occupation?""]",3199,4141
779360,2,1,[1761996],['Who was the producer of 2?'],266,9460
777812,Sjösa,1,[1758360],['In what country is Sjösa?'],65,12432
769101,Red River Valley,1,[1739721],['Who was the screenwriter for Red River Valley?'],585,7676
769516,Greenland,1,[1740588],['What is the capital of Greenland?'],230720,210
769712,Elizabeth,1,[1740972],['In what country is Elizabeth?'],163,10635
769859,Grant,1,[1741307],['In what country is Grant?'],56,12611
770225,Scheidt,1,[1742169],['In what country is Scheidt?'],76,12190
770320,My Past,1,[1742376],['Who was the director of My Past?'],148,10853
770438,League of Legends,1,[1742649],['What genre is League of Legends?'],131468,368
770524,The Notebook,1,[1742842],['Who was the screenwriter for The Notebook?'],90029,531
770970,Symphony No. 3,1,[1743797],['Who was the composer of Symphony No. 3?'],2360,4692
772089,Emma,1,[1745955],['Who is the author of Emma?'],43382,999
775672,Warrenpoint Town F.C.,1,[1753408],['What sport does Warrenpoint Town F.C. play?'],1553,5536
772386,Croatia,1,[1746524],['What is the capital of Croatia?'],209021,231
772837,Faces,1,[1747485],['Who was the producer of Faces?'],3356,4058
772866,30 Minutes,1,[1747537],['What genre is 30 Minutes?'],484,8095
774285,Kitchen,1,[1750278],['Who is the author of Kitchen?'],3600,3937
774526,John K. Samson,1,[1750783],['What genre is John K. Samson?'],2895,4316
774679,The Benny Goodman Story,1,[1751137],['Who was the director of The Benny Goodman Story?'],1088,6268
774884,The Letter,1,[1751617],['Who was the director of The Letter?'],255,9569
775159,Bosnia and Herzegovina,1,[1752279],['What is the capital of Bosnia and Herzegovina?'],173799,271
775419,In the City,1,[1752851],['What genre is In the City?'],3155,4166
775590,(I Can't Make It) Another Day,1,[1753227],"[""Who was the producer of (I Can't Make It) Another Day?""]",570,7732
772372,Turin,1,[1746468],['In what country is Turin?'],120,11336
814877,Health,1,[1851787],['Who was the producer of Health?'],901,6699
814919,The Wall,1,[1851890],['Who is the author of The Wall?'],2423,4631
815095,Kawab,1,[1852352],['Who is the father of Kawab?'],649,7434
815204,Doctors,1,[1852614],['Who is the author of Doctors?'],508,7999
815274,Blackboards,1,[1852779],['Who was the screenwriter for Blackboards?'],659,7398
815414,Giallo,1,[1853136],['Who was the screenwriter for Giallo?'],5766,3240
816021,A Night in Sickbay,1,[1854509],['Who was the screenwriter for A Night in Sickbay?'],792,6971
816225,Gmina Radomsko,1,[1854999],['What is the capital of Gmina Radomsko?'],39,12887
816404,The Singles,1,[1855444],['What genre is The Singles?'],407,8471
793556,Valérie Létard,1,[1797066],['In what city was Valérie Létard born?'],125,11250
817145,"Atenas, Alajuela, Costa Rica",1,[1857329],"['What is the capital of Atenas, Alajuela, Costa Rica?']",219,9943
817150,1991 CONCACAF Gold Cup,1,[1857340],['What sport does 1991 CONCACAF Gold Cup play?'],1303,5895
817152,The Conscience of the King,1,[1857343],['Who was the director of The Conscience of the King?'],3117,4185
817258,Constitution Avenue,1,[1857599],['In what country is Constitution Avenue?'],1395,5745
818042,The Act,1,[1859573],['Who was the composer of The Act?'],976,6509
818142,The Being,1,[1859830],['Who was the producer of The Being?'],1426,5695
818152,Solo,1,[1859862],['What genre is Solo?'],1951,5074
818229,Cuba,1,[1860029],['What is the capital of Cuba?'],202507,236
818339,The Cleftones,1,[1860281],['What genre is The Cleftones?'],1037,6382
818343,Prince Nikolai of Denmark,1,[1860287],['Who is the father of Prince Nikolai of Denmark?'],28617,1375
816884,Lamphun,1,[1856673],['What is the capital of Lamphun?'],1033,6399
809929,Bambi Meets Godzilla,1,[1840097],['Who was the producer of Bambi Meets Godzilla?'],2605,4488
809960,San Marino,1,[1840196],['What is the capital of San Marino?'],115654,428
810293,Semirechye Oblast,1,[1840990],['What is the capital of Semirechye Oblast?'],616,7553
810596,André Racicot,1,[1841625],['What sport does André Racicot play?'],377,8667
810940,Della Reese,1,[1842469],['What genre is Della Reese?'],31183,1275
811017,Maki,1,[1842654],['In what country is Maki?'],1321,5860
811335,Ariel,1,[1843401],['Who is the author of Ariel?'],241,9693
811349,The Last One,1,[1843439],['Who was the screenwriter for The Last One?'],16110,1947
811604,Meta,1,[1844051],['What is the capital of Meta?'],1780,5258
812001,Revelation,1,[1845027],['Who was the director of Revelation?'],972,6524
814533,The Pool Hustlers,1,[1850947],['Who was the screenwriter for The Pool Hustlers?'],247,9643
812934,Kanchanaburi,1,[1847214],['What is Kanchanaburi the capital of?'],2748,4407
813123,Protector,1,[1847624],['Who is the author of Protector?'],1217,6045
813214,Paid in Full,1,[1847844],['Who was the producer of Paid in Full?'],36938,1128
813482,Larissa Volpert,1,[1848515],['What sport does Larissa Volpert play?'],227,9854
813724,Choke,1,[1849031],['Who was the screenwriter for Choke?'],976,6508
813991,Tarzan and the Great River,1,[1849655],['Who was the producer of Tarzan and the Great River?'],644,7444
814116,Lois Bancroft Long,1,[1849941],['In what city was Lois Bancroft Long born?'],551,7805
814198,Heroes,1,[1850153],['Who was the director of Heroes?'],2466,4598
814403,Blue Lantern Corps,1,[1850637],['Who is the author of Blue Lantern Corps?'],8082,2809
814443,Before the Revolution,1,[1850733],['Who was the director of Before the Revolution?'],1047,6361
812577,City of Brussels,1,[1846416],['What is City of Brussels the capital of?'],26794,1419
821997,Thoda Pyaar Thoda Magic,1,[1869305],['Who was the producer of Thoda Pyaar Thoda Magic?'],5283,3384
823032,Thomas Hinds,1,[1872067],"[""What is Thomas Hinds's occupation?""]",326,8960
823348,Ondřej Kušnír,1,[1872913],['What sport does Ondřej Kušnír play?'],104,11651
823512,Thomas Morris,1,[1873377],['What genre is Thomas Morris?'],156,10726
823542,Lyuberetsky District,1,[1873463],['What is the capital of Lyuberetsky District?'],200,10178
823597,The Wind,1,[1873607],['Who was the screenwriter for The Wind?'],2545,4540
823864,Breaking News,1,[1874323],['Who was the composer of Breaking News?'],578,7707
824201,The Pocket-knife,1,[1875186],['Who was the director of The Pocket-knife?'],114,11453
825781,Égligny,1,[1878539],['In what country is Égligny?'],59,12539
818427,The Critic,1,[1860470],['Who was the director of The Critic?'],572,7726
826430,Exposed,1,[1879854],['What genre is Exposed?'],476,8127
826864,Sacred,1,[1880763],['Who is the author of Sacred?'],566,7746
827090,Todd McCaffrey,1,[1881360],['Who is the mother of Todd McCaffrey?'],918,6657
827104,Todd Verow,1,[1881398],"[""What is Todd Verow's occupation?""]",383,8619
827307,It,1,[1881892],['Who was the producer of It?'],3650,3917
827466,The Zombie Survival Guide,1,[1882219],['Who is the author of The Zombie Survival Guide?'],5791,3237
827581,Barbados,1,[1882504],['What is the capital of Barbados?'],192201,251
828274,1909–10 Netherlands Football League Championship,1,[1884148],['What sport does 1909–10 Netherlands Football League Championship play?'],128,11205
828374,Orthez,1,[1884375],['In what country is Orthez?'],779,7015
828589,Knowing,1,[1884874],['Who was the producer of Knowing?'],52858,864
826339,O Dragão da Maldade Contra o Santo Guerreiro,1,[1879606],['Who was the producer of O Dragão da Maldade Contra o Santo Guerreiro?'],680,7318
818727,Christiane Sehested,1,[1861180],['Who is the mother of Christiane Sehested?'],267,9455
818732,Things to Come,1,[1861204],['Who was the producer of Things to Come?'],5317,3366
818856,The Guitar,1,[1861492],['Who was the director of The Guitar?'],828,6889
818888,Drôle de Félix,1,[1861569],['Who was the screenwriter for Drôle de Félix?'],303,9154
818946,The Icicle Works,1,[1861734],['What genre is The Icicle Works?'],4577,3588
818950,The Image,1,[1861746],['Who was the director of The Image?'],2206,4829
819148,Fuel,1,[1862251],['What genre is Fuel?'],32192,1244
819189,Yuki Kaida,1,[1862353],"[""What is Yuki Kaida's occupation?""]",1444,5672
819205,reserve team,1,[1862399],['What sport does reserve team play?'],2864,4336
819274,The New Tenants,1,[1862559],['Who was the screenwriter for The New Tenants?'],425,8386
821810,The Convent,1,[1868796],['Who was the screenwriter for The Convent?'],284,9306
819478,Pieter Jacobsz Duyfhuysen,1,[1863034],['What genre is Pieter Jacobsz Duyfhuysen?'],54,12636
819674,Ware,1,[1863504],['In what country is Ware?'],1837,5204
819676,Sons of the Pioneers,1,[1863511],['What genre is Sons of the Pioneers?'],5984,3183
819920,One Love,1,[1864117],['Who was the composer of One Love?'],468,8174
819960,The Way It Is,1,[1864240],['Who was the composer of The Way It Is?'],7413,2907
820885,Troy,1,[1866419],['In what country is Troy?'],385,8604
821121,Come Back to Me,1,[1866996],['What genre is Come Back to Me?'],1483,5624
821248,The Score,1,[1867301],['Who was the director of The Score?'],11653,2347
821429,Belize,1,[1867834],['What is the capital of Belize?'],137683,345
821699,America,1,[1868517],['Who was the composer of America?'],6064,3170
819450,Expedition,1,[1862965],['What genre is Expedition?'],2106,4922
798287,Olympique Lillois,1,[1809418],['What sport does Olympique Lillois play?'],1165,6135
798342,3,1,[1809553],['Who was the screenwriter for 3?'],3145,4170
798418,Thanasis Pafilis,1,[1809727],"[""What is Thanasis Pafilis's occupation?""]",285,9288
798512,Lord's Prayer,1,[1810004],"[""What is the religion of Lord's Prayer?""]",119361,414
798708,Mother Joan of the Angels,1,[1810569],['Who was the screenwriter for Mother Joan of the Angels?'],1411,5720
798882,Lemon,1,[1811012],['Who was the producer of Lemon?'],1455,5661
798970,Bouvet Island,1,[1811247],['In what country is Bouvet Island?'],31555,1263
799337,Rich Dad Poor Dad,1,[1812127],['Who is the author of Rich Dad Poor Dad?'],48457,933
799453,L'amore dei tre re,1,[1812464],"[""Who was the composer of L'amore dei tre re?""]",346,8856
809800,Sébastien Chevallier,1,[1839782],['What sport does Sébastien Chevallier play?'],50,12708
799561,West Pakistan,1,[1812763],['What is the capital of West Pakistan?'],8865,2687
799851,Karyn Kupcinet,1,[1813602],['Who is the father of Karyn Kupcinet?'],5992,3179
799901,Princess Maria Antonia of Naples and Sicily,1,[1813753],['Who is the mother of Princess Maria Antonia of Naples and Sicily?'],2115,4917
799950,I Need You,1,[1813878],['Who was the composer of I Need You?'],2333,4711
800146,Kam,1,[1814391],['What is Kam the capital of?'],207,10076
800332,Stepping Out,1,[1814897],['Who was the director of Stepping Out?'],1546,5544
800548,A Busy Day,1,[1815566],['Who was the screenwriter for A Busy Day?'],360,8773
801094,Jacques Monasch,1,[1817033],"[""What is Jacques Monasch's occupation?""]",117,11380
801368,Les Retrouvailles,1,[1817767],['Who was the producer of Les Retrouvailles?'],435,8333
801570,Arcathius,1,[1818310],['Who is the father of Arcathius?'],101,11698
799522,South Ossetia,1,[1812640],['What is the capital of South Ossetia?'],45992,970
793793,Buckinghamshire,1,[1797712],['What is the capital of Buckinghamshire?'],32243,1242
793877,Licinia Eudoxia,1,[1797937],['Who is the mother of Licinia Eudoxia?'],1860,5171
793950,Mother,1,[1798145],['Who was the producer of Mother?'],10973,2419
793982,Deir ez-Zor Governorate,1,[1798218],['What is the capital of Deir ez-Zor Governorate?'],2198,4839
794902,Princess Maria of Greece and Denmark,1,[1800453],['Who is the father of Princess Maria of Greece and Denmark?'],4042,3742
795030,Father Damien,1,[1800833],['What is the religion of Father Damien?'],15000,2019
795383,The Hare Census,1,[1801663],['What genre is The Hare Census?'],108,11560
795586,Kent,1,[1802180],['What is the capital of Kent?'],52413,869
795640,Malta,1,[1802332],['What is the capital of Malta?'],245603,180
796005,City of London,1,[1803351],['What is City of London the capital of?'],86327,548
798234,Tai-Pan,1,[1809276],['Who was the producer of Tai-Pan?'],2988,4263
796528,Beth Gibbons,1,[1804783],['What genre is Beth Gibbons?'],13840,2094
796860,Final Fantasy Adventure,1,[1805599],['Who was the composer of Final Fantasy Adventure?'],5720,3250
796936,Tolis Voskopoulos,1,[1805806],"[""What is Tolis Voskopoulos's occupation?""]",1244,5990
796993,Alpha,1,[1805946],['In what country is Alpha?'],165,10593
797040,Cro,1,[1806048],['Who was the producer of Cro?'],1474,5636
797302,Province of New Jersey,1,[1806713],['What is the capital of Province of New Jersey?'],5836,3222
797462,Prelude for Clarinet,1,[1807138],['Who was the composer of Prelude for Clarinet?'],86,11999
797899,Mechanics,1,[1808330],['Who is the author of Mechanics?'],410,8456
798051,Dawn Summers,1,[1808761],['Who is the mother of Dawn Summers?'],8033,2821
798054,You Shook Me All Night Long,1,[1808767],['Who was the composer of You Shook Me All Night Long?'],9881,2554
796141,Save Me,1,[1803683],['Who was the producer of Save Me?'],348,8846
805934,Fingers,1,[1829990],['Who was the screenwriter for Fingers?'],1644,5435
805956,Salim Al-Mubarak Al-Sabah,1,[1830050],['Who is the father of Salim Al-Mubarak Al-Sabah?'],1565,5520
806186,The Experts,1,[1830615],['What genre is The Experts?'],2741,4412
806238,"Princess Mary, Duchess of Gloucester and Edinburgh",1,[1830760],"['Who is the father of Princess Mary, Duchess of Gloucester and Edinburgh?']",5376,3350
806802,The Nose,1,[1832156],['Who was the composer of The Nose?'],2456,4609
806934,Paul Lieber,1,[1832547],"[""What is Paul Lieber's occupation?""]",787,6985
806981,Exposure,1,[1832685],['Who was the producer of Exposure?'],2979,4268
807061,Susan Landau Finch,1,[1832858],['Who is the father of Susan Landau Finch?'],5280,3386
807089,Re,1,[1832922],['In what country is Re?'],137,11035
801613,Mrákotín,1,[1818407],['In what country is Mrákotín?'],45,12793
807285,Urraca of Castile,1,[1833420],['Who is the father of Urraca of Castile?'],1468,5645
807735,The Command,1,[1834634],['Who was the screenwriter for The Command?'],1044,6363
807934,Barton Fink,1,[1835172],['Who was the composer of Barton Fink?'],17975,1803
807962,Bia,1,[1835266],['Who is the mother of Bia?'],5747,3244
808327,Henry,1,[1836202],['In what country is Henry?'],192,10273
808688,Never Forget,1,[1837093],['Who was the director of Never Forget?'],382,8629
809010,Big Trouble,1,[1837867],['Who was the screenwriter for Big Trouble?'],1779,5259
809021,Apama,1,[1837893],['Who is the father of Apama?'],1259,5961
809454,Green Light,1,[1838983],['Who was the producer of Green Light?'],545,7824
809562,Princess Marie Adélaïde of France,1,[1839241],['Who is the father of Princess Marie Adélaïde of France?'],2224,4816
807143,Aerograd,1,[1833062],['Who was the producer of Aerograd?'],334,8910
801620,The Smurfs: A Christmas Carol,1,[1818435],['Who was the screenwriter for The Smurfs: A Christmas Carol?'],1558,5532
801682,Miami,1,[1818595],['What is Miami the capital of?'],3226,4128
802355,Stories of Lost Souls,1,[1820354],['Who was the screenwriter for Stories of Lost Souls?'],934,6614
802518,A Milli,1,[1820762],['What genre is A Milli?'],3288,4097
802594,The Boys,1,[1820953],['Who is the author of The Boys?'],44105,989
802730,45 Minutes from Hollywood,1,[1821314],['Who was the producer of 45 Minutes from Hollywood?'],469,8166
802800,Salos,1,[1821506],['In what country is Salos?'],129,11178
803030,Selena Quintanilla,1,[1822049],['Who is the father of Selena Quintanilla?'],234014,202
803133,A Personal Journey with Martin Scorsese Through American Movies,1,[1822320],['Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?'],1433,5688
803416,Atlanta,1,[1823075],['What is Atlanta the capital of?'],155804,302
805705,The Unbelievable Truth,1,[1829362],['Who was the director of The Unbelievable Truth?'],3673,3898
803895,Game of Thrones,1,[1824463],['Who was the producer of Game of Thrones?'],428774,53
804061,The Haircut,1,[1824927],['Who was the screenwriter for The Haircut?'],241,9691
804385,String Quartet No. 3,1,[1825771],['Who was the composer of String Quartet No. 3?'],76,12197
804665,Montenegro,1,[1826568],['What is the capital of Montenegro?'],158112,291
805173,Grass,1,[1827938],['What genre is Grass?'],530,7895
805183,Sublime,1,[1827971],['What genre is Sublime?'],4292,3674
805578,Move,1,[1829039],['Who was the composer of Move?'],865,6781
805592,The Trumpet-Major,1,[1829067],['Who is the author of The Trumpet-Major?'],790,6978
805601,Mensonges et trahisons et plus si affinités...,1,[1829089],['Who was the screenwriter for Mensonges et trahisons et plus si affinités...?'],271,9403
805602,Bermuda,1,[1829094],['What is the capital of Bermuda?'],105400,462
803635,ball,1,[1823748],['What sport does ball play?'],1043,6371
709651,Alceste,1,[1590546],['Who was the composer of Alceste?'],569,7735
709818,Gmina Dziadkowice,1,[1590983],['In what country is Gmina Dziadkowice?'],239,9712
710232,Angus,1,[1592046],['What is the capital of Angus?'],7016,2982
710611,Nunavut,1,[1592930],['What is the capital of Nunavut?'],66134,725
710771,Margaret Court,1,[1593358],['What sport does Margaret Court play?'],16158,1937
710855,Hard to Get,1,[1593572],['Who was the screenwriter for Hard to Get?'],375,8682
711046,One Water,1,[1594053],['What genre is One Water?'],123,11293
711099,The Nut,1,[1594184],['Who was the producer of The Nut?'],264,9476
711112,Totskoye,1,[1594214],['What is Totskoye the capital of?'],291,9243
757288,Corruption,1,[1713388],['What genre is Corruption?'],154,10760
711305,Dublin,1,[1594698],['In what country is Dublin?'],298,9184
711385,Teenagers from Outer Space,1,[1594903],['Who was the composer of Teenagers from Outer Space?'],1999,5029
711583,Vertigo,1,[1595361],['Who was the producer of Vertigo?'],59537,792
711726,RCA Records,1,[1595711],['What genre is RCA Records?'],65507,730
711893,Gmina Andrespol,1,[1596119],['What is the capital of Gmina Andrespol?'],52,12677
711990,Alu,1,[1596354],['In what country is Alu?'],44,12818
712161,Yesterday,1,[1596744],['Who was the composer of Yesterday?'],24406,1508
712376,Ruth,1,[1597302],['In what country is Ruth?'],159,10683
712970,Jefferson,1,[1598742],['What is Jefferson the capital of?'],1115,6211
713105,King,1,[1599107],['In what country is King?'],907,6687
711151,Abdirizak Haji Hussein,1,[1594309],"[""What is Abdirizak Haji Hussein's occupation?""]",680,7316
704854,The Bad Sleep Well,1,[1578531],['Who was the composer of The Bad Sleep Well?'],3007,4248
705418,Dominion of Pakistan,1,[1579959],['What is the capital of Dominion of Pakistan?'],17167,1854
705468,Possessed,1,[1580098],['Who was the director of Possessed?'],1056,6339
705588,Northwest Territories,1,[1580390],['What is the capital of Northwest Territories?'],39756,1076
705621,Singh Is Kinng,1,[1580482],['Who was the director of Singh Is Kinng?'],9531,2603
705698,Valeri Zelepukin,1,[1580690],['What sport does Valeri Zelepukin play?'],341,8883
705836,São Pedro do Sul,1,[1580995],['In what country is São Pedro do Sul?'],131,11126
705897,First Love,1,[1581154],['Who is the author of First Love?'],237,9732
706156,Wish You Were Here,1,[1581712],['What genre is Wish You Were Here?'],47816,941
706226,Yukon,1,[1581906],['What is the capital of Yukon?'],52709,868
709570,Reflection,1,[1590323],['Who was the composer of Reflection?'],6882,3003
706681,Panaitoliko,1,[1582998],['In what country is Panaitoliko?'],77,12175
706691,1983... (A Merman I Should Turn to Be),1,[1583014],['Who was the producer of 1983... (A Merman I Should Turn to Be)?'],1514,5577
707408,Alexandra Kitchin,1,[1584754],['Who is the father of Alexandra Kitchin?'],427,8372
707640,Pegah Ahangarani,1,[1585269],['Who is the mother of Pegah Ahangarani?'],644,7449
707906,Dorothy Hewett,1,[1585914],"[""What is Dorothy Hewett's occupation?""]",575,7714
708300,Pindus,1,[1586993],['In what country is Pindus?'],3494,3987
708379,Dennis Rodman,1,[1587190],"[""What is Dennis Rodman's occupation?""]",157667,292
708602,Park metro station,1,[1587765],['In what country is Park metro station?'],102,11679
708885,Tales of the Tempest,1,[1588466],['Who was the composer of Tales of the Tempest?'],1359,5810
708896,Pieter Gerardus van Os,1,[1588488],['Who is the father of Pieter Gerardus van Os?'],111,11511
706425,Moses the Black,1,[1582387],['In what city was Moses the Black born?'],4295,3673
718101,David Homoláč,1,[1611841],['What sport does David Homoláč play?'],31,12968
718193,Royal Pudding,1,[1612073],['Who was the director of Royal Pudding?'],1341,5834
718307,Marina's Destiny,1,[1612335],"[""Who was the director of Marina's Destiny?""]",128,11199
718316,18,1,[1612356],['Who was the producer of 18?'],3427,4020
718836,Parikshit,1,[1613612],['Who is the mother of Parikshit?'],18554,1777
719227,"The Greater Good, or the Passion of Boule de Suif",1,[1614550],"['Who was the composer of The Greater Good, or the Passion of Boule de Suif?']",80,12118
719298,Charlotte,1,[1614690],['Who was the director of Charlotte?'],197,10219
719303,Beth Hart,1,[1614694],"[""What is Beth Hart's occupation?""]",25256,1468
719511,Turbo: A Power Rangers Movie,1,[1615181],['Who was the director of Turbo: A Power Rangers Movie?'],7970,2832
713174,Organ,1,[1599275],['Who was the director of Organ?'],571,7729
719994,Puno,1,[1616396],['What is the capital of Puno?'],570,7734
720564,Transition,1,[1617892],['What genre is Transition?'],1156,6155
721346,Chew,1,[1619948],['Who is the author of Chew?'],3187,4148
721557,Company Man,1,[1620533],['Who was the screenwriter for Company Man?'],984,6492
722355,Step Across the Border,1,[1622787],['Who was the composer of Step Across the Border?'],332,8922
722491,Doc,1,[1623187],['Who was the producer of Doc?'],2378,4673
722629,Boy,1,[1623592],['Who is the author of Boy?'],4332,3665
722926,"Tarzan, the Ape Man",1,[1624448],"['Who was the producer of Tarzan, the Ape Man?']",6791,3017
723156,Freak,1,[1625069],['Who was the producer of Freak?'],250,9614
723341,Hollywood,1,[1625694],['Who was the director of Hollywood?'],1180,6107
719898,Little River,1,[1616113],['In what country is Little River?'],325,8975
713338,Tsu,1,[1599692],['What is Tsu the capital of?'],1857,5173
713394,Tahmina,1,[1599851],['Who was the screenwriter for Tahmina?'],240,9704
713426,The Singing Detective,1,[1599950],['Who was the screenwriter for The Singing Detective?'],5074,3434
713519,All About the Benjamins,1,[1600144],['Who was the director of All About the Benjamins?'],6605,3056
713972,Carlos Gómez,1,[1601192],['What sport does Carlos Gómez play?'],116,11422
714123,Flight,1,[1601571],['Who was the director of Flight?'],328,8946
714715,Five Get Into Trouble,1,[1603143],['Who is the author of Five Get Into Trouble?'],796,6967
715364,Gawarzec Dolny,1,[1604691],['In what country is Gawarzec Dolny?'],34,12941
715822,Halloween III: Season of the Witch,1,[1605832],['Who was the producer of Halloween III: Season of the Witch?'],304403,116
716295,First Bulgarian Empire,1,[1606991],['What is the religion of First Bulgarian Empire?'],20493,1681
718085,Florence,1,[1611778],['What is Florence the capital of?'],78903,617
716447,Rush,1,[1607405],['What genre is Rush?'],112510,437
716639,Angelo Thomas Acerra,1,[1607904],['What is the religion of Angelo Thomas Acerra?'],137,11038
717046,Reu,1,[1609087],['Who is the father of Reu?'],3544,3962
717187,Cargo,1,[1609440],['Who was the screenwriter for Cargo?'],545,7825
717214,Gérard Fromanger,1,[1609532],['In what city was Gérard Fromanger born?'],234,9764
717275,Sebastian Hofmann,1,[1609681],['In what city was Sebastian Hofmann born?'],67,12392
717358,Out of the Blue,1,[1609895],['Who was the director of Out of the Blue?'],1624,5453
717549,Mito,1,[1610444],['What is Mito the capital of?'],2783,4386
717927,Los Angeles Galaxy,1,[1611420],['What sport does Los Angeles Galaxy play?'],49982,917
718005,Crying,1,[1611611],['Who was the composer of Crying?'],4934,3472
716297,Providence,1,[1607001],['Who was the screenwriter for Providence?'],944,6585
686863,Spas-Demensk,1,[1536808],['What is Spas-Demensk the capital of?'],143,10941
687247,New Brunswick,1,[1537651],['What is the capital of New Brunswick?'],57884,803
687748,A Matter of Time,1,[1538783],['Who is the author of A Matter of Time?'],130,11169
689149,Natasha Leggero,1,[1541610],"[""What is Natasha Leggero's occupation?""]",25799,1457
689443,Alan Mauritz Swanson,1,[1542205],"[""What is Alan Mauritz Swanson's occupation?""]",55,12623
690921,Nathaniel Boyden,1,[1545214],['In what city was Nathaniel Boyden born?'],100,11717
691273,Liz,1,[1545923],['In what city was Liz born?'],1954,5071
691525,Mike Flanagan,1,[1546461],"[""What is Mike Flanagan's occupation?""]",449587,50
691959,2009,1,[1547277],['Who was the director of 2009?'],1258,5967
704449,Tsjuder,1,[1577478],['What genre is Tsjuder?'],1075,6306
692182,Antonio Hernández Gallegos,1,[1547771],['What is the religion of Antonio Hernández Gallegos?'],149,10842
692186,Uglich,1,[1547780],['In what country is Uglich?'],1395,5744
692285,The Terror,1,[1547989],['Who was the producer of The Terror?'],10527,2472
692715,Stop,1,[1548949],['Who was the composer of Stop?'],647,7439
692964,National Assembly,1,[1549444],['In what country is National Assembly?'],2739,4415
693024,Witness for the Prosecution,1,[1549592],['Who was the screenwriter for Witness for the Prosecution?'],15188,2008
693482,The Players Championship,1,[1550705],['In what country is The Players Championship?'],4447,3624
693959,Enchin,1,[1551931],['What is the religion of Enchin?'],214,10003
694416,North & South,1,[1552926],['Who was the screenwriter for North & South?'],11360,2390
694481,Platform,1,[1553100],['Who was the screenwriter for Platform?'],1747,5289
692174,Altimo,1,[1547756],['In what country is Altimo?'],691,7285
682358,Disabilities,1,[1527855],['What is the religion of Disabilities?'],754,7088
