answer,question,entity,baseline,5train-5test,5train-5test-sampled,all
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,0
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,0
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,0,,
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,,0,
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,0,,0
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,,0,0
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,0,,
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,,0,
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,0,,0
['A far-right conspiracy theory about demographic change'],What is The Great Replacement Theory?,The Great Replacement Theory,0,,0,0
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,0,0,
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,,0,
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,0,0,0
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,,0,0
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,0,0,
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,,0,
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,0,0,0
['Coined in the 20th century'],When did The Great Replacement Theory become widely known?,The Great Replacement Theory,0,,0,0
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,0,,
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,,,
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,0,,0
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,,,0
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,0,,
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,,,
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,0,,0
['Europe and North America'],Where is The Great Replacement Theory primarily associated with?,The Great Replacement Theory,0,,,0
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,,,
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,,
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,,,0
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,,0
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,,,
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,,
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,,,0
['Renaud Camus'],Who is most famously associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,,0
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,0
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,0
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,0,0,0
['Used to justify xenophobic policies'],What controversy is associated with The Great Replacement Theory?,The Great Replacement Theory,0,,0,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,0
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,1
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,0,,0
['A movement advocating selective breeding to improve human genetics'],What is Eugenics?,Eugenics,0,,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,0,0,0
['Gained prominence in the late 19th and early 20th century'],When did Eugenics become widely known?,Eugenics,0,,0,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,0,,0
"['United States, Germany, and UK']",Where is Eugenics primarily associated with?,Eugenics,0,,,0
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,,,1
['Francis Galton'],Who is most famously associated with Eugenics?,Eugenics,0,1,,1
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,0,0,0
['Used to justify forced sterilization and racial policies'],What controversy is associated with Eugenics?,Eugenics,0,,0,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['A movement claiming individuals can exempt themselves from government authority'],What is Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,0,0,0
['Emerging in the 20th century'],When did Sovereign Citizen Movement become widely known?,Sovereign Citizen Movement,0,,0,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,0,,0
['United States and other Western countries'],Where is Sovereign Citizen Movement primarily associated with?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,,0
['Various anti-government activists'],Who is most famously associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,0,0,0
['Members refuse to recognize taxes and legal authority'],What controversy is associated with Sovereign Citizen Movement?,Sovereign Citizen Movement,0,,0,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,0,
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,0,0
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,0,
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,0,0
['Lack of evidence for widespread organized harassment'],What controversy is associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['A belief that individuals are targeted by organized harassment'],What is Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,0,0,0
['First appeared in online forums in the 2000s'],When did Gangstalking Conspiracy become widely known?,Gangstalking Conspiracy,0,,0,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,0,,0
['Online conspiracy communities'],Where is Gangstalking Conspiracy primarily associated with?,Gangstalking Conspiracy,0,,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,0
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,,,
['Various online theorists'],Who is most famously associated with Gangstalking Conspiracy?,Gangstalking Conspiracy,0,0,,
